id,province_id,district_id,sub_district_id,INQUIRE_NO,INQUIRE_ID,HH_CATS,latitude,longitude,FCS,CSI,HFIAS,HH_SIZE,HOH_EDU,HOH_AGE,HOH_GENDER,DEPEND_RATIO,GROUPS_MEMBER,WELFARE_TOTAL,WORKFORCE_TOTAL,EXPENSE_MONTHLY,DEBT_TOTAL,INCOME_MONTHLY,ASSETS_LAND,ASSETS_TOTAL,WATER_CROP,CHEM_TOTAL,DISASTER_OCC,FOODSRC_NATURAL,WATER_CONSUME,SANITATION_TYPE,COVID_AFFECTS,FOODSRC_BUY,FOODSAF_RATIO,SELF_COOK_DAYS,COOK_DONE_DAY,FOOD_STOCKS,FOODSRC_DIST,fcs_score,hfias_score,hfias_d1,hfias_d2,hfias_d3
1882,47,4705,470501,47-142,142,0,17.405556,103.708889,2,8,1,1,3,66,1,1,4,5,0,4900,40000,4167,1,6,1,3,1,2,1,2,0,2,0.2083,4,5,1,1.00,88,0,0,0,0
1883,83,8303,830302,83-137,137,1,08.000208,098.349665,2,0,1,6,7,51,1,0,1,3,6,100000,1000000,37033,1,4,1,0,1,0,1,3,0,1,0.8333,7,7,1,2.00,110,0,0,0,0
1884,47,4705,470501,47-143,143,0,17.387222,103.697778,2,7,1,1,6,37,2,0,1,1,1,10900,30000,12500,1,4,0,0,1,0,1,2,1,1,0.0000,0,5,2,3.50,93,0,0,0,0
1885,47,4703,470305,47-166,166,0,17.120638,103.799209,2,7,1,4,3,79,1,1,2,5,0,14000,0,500,2,4,1,3,1,3,0,2,3,1,0.3333,3,4,1,1.00,43,0,0,0,0
1886,83,8303,830302,83-138,138,1,07.998359,098.353748,2,0,1,2,5,53,1,0,0,2,2,19500,600000,40000,1,4,1,0,1,1,1,3,1,1,0.6667,7,7,1,1.50,94,0,0,0,0
1887,36,3602,360202,36-036,36,0,15.793858,101.869210,2,5,1,2,3,65,1,1,1,3,0,5500,0,11667,1,8,1,1,1,2,1,2,2,1,0.2500,0,7,1,1.00,60,0,0,0,0
1888,36,3616,361603,36-309,309,0,15.566228,101.647665,2,9,4,3,3,57,1,0,2,3,3,13000,0,33333,1,4,1,2,4,0,1,2,3,2,0.5833,1,7,1,1.00,56,13,1,1,1
1889,52,5212,521207,52-369,369,0,18.378902,099.375252,2,13,1,4,6,40,1,0,6,5,4,22200,200000,12000,1,7,1,3,1,3,2,5,4,2,0.2083,2,7,1,0.20,95,0,0,0,0
1890,36,3602,360202,36-037,37,0,15.794235,101.869324,2,4,1,2,3,58,1,0,2,2,2,6700,80000,17500,1,6,1,1,2,1,2,2,2,1,0.1250,2,6,1,1.00,52,0,0,0,0
1891,36,3616,361603,36-310,310,0,15.564953,101.649481,2,8,4,4,3,51,1,0,1,2,4,3500,50000,33333,1,0,0,0,4,0,1,2,4,2,0.3750,0,7,1,1.00,47,18,1,1,1
1892,36,3602,360202,13-603,603,1,15.794657,101.868958,2,5,1,3,3,53,1,0,0,2,3,6400,0,14167,1,5,1,1,1,0,2,2,3,1,0.2083,0,7,1,1.00,63,0,0,0,0
1893,36,3616,361603,36-311,311,0,15.564230,101.649555,2,3,4,5,3,66,1,1,3,4,0,9500,0,25000,1,5,1,3,4,0,1,2,3,2,0.5000,2,7,1,1.00,75,9,1,1,1
1894,36,3602,360202,36-039,39,0,15.794674,101.869214,2,4,1,1,3,75,2,1,1,2,0,4200,0,4167,1,2,1,1,1,0,2,2,3,6,0.1667,0,5,1,0.10,52,0,0,0,0
1895,36,3602,360202,36-040,40,0,15.794847,101.86969,2,2,2,2,3,65,1,1,2,3,0,6900,10000,16667,1,4,1,2,2,0,1,2,3,1,0.1250,1,7,1,1.00,45,2,1,1,0
1896,36,3616,361603,36-312,312,0,15.565541,101.648987,2,3,4,4,3,56,1,0,3,2,4,4500,0,37000,1,5,1,3,4,0,1,2,3,2,0.6667,0,7,1,1.00,64,13,1,1,1
1897,36,3616,361601,36-297,297,0,15.628756,101.621902,2,6,4,4,3,54,1,0,1,2,4,6000,10000,30000,1,0,1,2,4,3,1,2,4,2,0.3750,2,7,1,1.00,47,13,1,1,1
1898,36,3602,360202,36-041,41,0,15.794786,101.870635,2,4,1,2,3,59,1,0,2,2,2,6900,30000,20000,1,5,1,2,1,2,2,2,3,2,0.2500,0,6,1,0.20,58,0,0,0,0
1899,36,3616,361601,36-298,298,0,15.628630,101.621874,2,9,4,3,3,84,1,1,2,4,0,4200,0,6600,1,4,1,2,4,0,1,2,2,2,0.3750,4,7,1,1.00,46,13,1,1,1
1900,36,3602,360202,36-042,42,0,15.794463,101.871083,2,4,1,4,3,66,2,1,2,3,0,12200,0,20000,1,4,1,1,1,0,2,2,3,1,0.2083,2,7,1,1.00,45,0,0,0,0
1901,36,3616,361601,36-299,299,0,15.628421,101.621779,2,4,4,4,3,56,1,0,2,3,4,6500,0,40000,1,7,1,3,4,0,1,2,3,2,0.3750,1,7,1,1.00,50,13,1,1,1
1902,36,3602,360202,36-043,43,0,15.79429,101.871734,2,5,1,3,3,51,1,0,1,3,3,7300,0,19167,1,4,1,1,1,0,2,2,3,2,0.2917,2,7,1,0.10,64,0,0,0,0
1903,36,3616,361601,36-300,300,0,15.590911,101.641613,2,3,4,3,5,48,1,0,3,2,3,6500,0,45000,1,5,1,2,4,0,1,2,3,2,0.6250,2,7,1,1.00,66,13,1,1,1
1904,36,3602,360202,36-044,44,0,15.794643,101.871899,1,5,1,2,3,58,1,0,2,2,2,7300,28000,20833,1,6,1,2,1,1,2,2,2,2,0.1667,2,6,1,1.00,42,0,0,0,0
1905,36,3602,360202,36-045,45,0,15.794504,101.869494,2,5,1,3,3,69,1,1,2,3,0,5500,20000,18333,1,5,1,2,1,2,1,2,1,6,0.2083,0,7,1,1.00,64,0,0,0,0
1906,36,3616,361601,36-301,301,0,15.590921,101.641565,2,2,4,3,3,62,1,1,2,4,0,5000,0,28333,1,5,1,3,4,0,1,2,3,2,0.5000,2,7,1,1.00,56,9,1,1,1
1907,83,8303,830302,83-030,30,1,08.005908,098.349517,2,0,1,1,7,48,1,0,1,1,1,17200,350000,20000,1,5,1,2,1,0,1,3,3,5,0.7500,7,7,1,1.00,74,0,0,0,0
1908,36,3602,360202,36-046,46,0,15.794786,101.870063,2,5,1,3,3,70,1,1,2,3,0,7100,30000,19167,1,5,1,2,1,0,1,2,3,2,0.2083,0,6,1,1.00,55,0,0,0,0
1909,36,3616,361601,36-302,302,0,15.589878,101.644144,2,4,4,4,3,67,1,1,2,4,0,6000,30000,18467,1,4,1,3,4,3,1,2,4,2,0.4167,2,7,1,1.00,51,13,1,1,1
1910,36,3602,360202,36-047,47,0,15.794036,101.872200,2,4,1,2,3,57,1,0,3,2,2,7800,400000,25000,1,5,1,2,1,2,2,2,3,2,0.3333,2,7,1,1.00,56,0,0,0,0
1911,36,3616,361601,36-303,303,0,15.591539,101.639727,2,2,4,4,3,73,2,1,1,1,0,44000,0,50000,1,5,0,0,1,0,1,2,3,1,0.5833,0,7,3,5.00,76,5,0,0,1
1912,36,3602,360202,36-048,48,0,15.761419,101.861173,2,4,1,2,7,39,2,0,0,1,2,7000,0,33333,1,4,1,1,1,0,1,2,0,1,0.1250,0,7,1,1.00,46,0,0,0,0
1913,36,3616,361601,36-304,304,0,15.651877,101.626404,2,21,4,4,3,70,1,1,2,4,0,6000,30000,25000,1,5,1,4,4,3,1,2,3,2,0.5000,3,7,1,1.00,64,13,1,1,1
1914,83,8303,830302,83-139,139,0,07.993373,098.355082,2,0,1,2,7,63,1,1,1,1,0,24300,0,39125,0,0,0,0,1,0,2,3,0,6,0.6667,0,7,1,0.50,108,0,0,0,0
1915,36,3602,360202,36-049,49,0,15.761803,101.860150,2,5,1,2,7,39,2,0,0,1,2,7500,0,33333,1,4,1,1,2,0,1,2,0,1,0.0833,0,7,1,1.00,46,0,0,0,0
1916,36,3616,361601,36-305,305,0,15.653630,101.621651,2,5,4,2,4,43,2,0,2,3,2,4000,0,28333,1,5,1,2,4,0,1,2,3,2,0.4583,0,7,1,1.00,56,9,1,1,1
1917,83,8303,830302,83-140,140,1,07.995523,098.357847,2,0,1,4,7,55,1,0,1,2,4,67600,1000000,120000,1,5,1,0,1,0,1,3,0,1,0.6250,7,7,1,0.50,84,0,0,0,0
1918,83,8303,830302,83-141,141,0,07.980990,098.358501,2,0,1,5,3,68,1,1,1,2,0,74000,160000,52600,1,5,0,0,1,0,1,3,1,1,0.7083,0,7,1,0.50,83,0,0,0,0
1919,36,3616,361601,36-306,306,0,15.653971,101.621069,2,8,4,3,4,46,1,0,2,3,3,4000,30000,25000,1,6,1,3,4,3,1,2,3,2,0.4583,2,7,1,1.00,50,13,1,1,1
1920,62,6204,620410,62-175,175,0,16.124467,099.720278,2,1,1,2,3,48,2,0,2,5,2,5700,0,30000,1,3,0,0,1,0,0,2,4,1,0.6667,1,7,1,2.00,50,0,0,0,0
1921,36,3616,361601,36-307,307,0,16.565375,101.621199,2,9,4,3,3,59,1,0,2,4,3,15000,50000,33333,1,5,1,3,4,0,1,2,3,2,0.4583,3,7,1,1.00,50,9,1,1,1
1922,62,6204,620406,62-400,400,0,15.995396,099.811170,2,4,1,1,3,66,2,1,0,2,0,5500,0,2500,1,4,0,0,1,0,1,2,2,1,0.5833,0,7,2,2.00,62,0,0,0,0
1923,36,3614,361401,36-258,258,0,16.021857,101.499564,2,1,1,3,5,41,2,0,2,2,3,13600,0,12500,1,4,0,0,1,0,2,2,3,1,0.5833,0,7,3,2.00,75,0,0,0,0
1924,36,3610,361011,36-202,202,0,16.329818,102.294876,2,3,2,2,3,70,1,1,2,2,0,5050,0,1833,1,0,0,0,1,0,1,2,3,2,0.2083,0,7,1,1.00,64,4,1,1,0
1925,36,3614,361401,36-259,259,0,16.022647,101.499778,2,2,2,5,5,43,2,0,2,3,5,19000,50000,41667,1,5,1,3,1,0,2,2,1,2,0.4583,2,7,1,1.00,80,4,1,1,0
1926,36,3610,361011,36-203,203,0,16.329756,102.295069,2,2,1,5,3,58,1,0,3,1,5,27100,150000,41667,1,6,0,2,3,1,2,2,3,1,0.2917,3,3,1,1.00,74,0,0,0,0
1927,36,3614,361401,36-260,260,0,16.023310,101.499756,2,1,2,5,3,51,2,0,2,3,5,4000,0,61667,1,5,1,2,1,0,3,2,3,2,0.5417,0,7,1,1.00,60,4,1,1,0
1928,36,3610,361011,36-204,204,0,16.330660,102.294405,2,0,1,3,3,65,1,1,2,2,0,5300,0,211250,1,4,0,0,1,0,1,2,2,1,0.1250,0,7,1,1.00,44,0,0,0,0
1929,36,3614,361401,36-261,261,0,16.024022,101.500081,1,2,2,2,3,60,1,1,2,4,0,4000,30000,25000,1,7,1,2,3,0,2,2,3,2,0.4583,2,7,1,1.00,40,8,1,1,0
1930,36,3610,361011,36-206,206,0,16.33194,102.294726,2,3,1,3,3,58,1,0,2,2,3,9400,100000,20833,1,7,1,1,3,0,2,2,3,1,0.1667,0,5,1,1.00,46,0,0,0,0
1931,36,3614,361401,36-262,262,0,16.024626,101.499513,1,2,4,4,3,63,1,1,2,4,0,3000,0,50833,1,5,1,2,1,0,2,2,3,2,0.2500,2,7,1,1.00,32,9,1,1,1
1932,36,3610,361011,36-205,205,0,16.331116,102.29452,2,4,1,3,3,55,1,0,2,2,3,10600,170000,19333,1,8,0,2,3,0,2,2,3,1,0.2083,5,5,1,1.00,48,0,0,0,0
1933,36,3614,361401,36-263,263,0,16.024886,101.499248,2,3,2,5,3,70,1,1,2,4,0,4000,20000,58333,1,6,1,2,3,0,3,2,2,2,0.3750,2,7,1,1.00,43,4,1,1,0
1934,36,3610,361011,36-207,207,0,16.331935,102.295206,1,0,1,4,3,57,1,0,2,2,4,10400,200000,25000,1,7,1,0,1,1,1,2,3,1,0.0833,0,7,1,1.00,42,0,0,0,0
1935,36,3610,361011,36-208,208,0,16.331165,102.295157,2,2,1,3,3,48,1,0,2,3,3,7200,0,21667,1,5,1,2,3,1,1,2,3,1,0.2083,2,5,1,1.00,50,0,0,0,0
1936,36,3614,361401,36-264,264,0,16.025485,101.498944,1,2,2,5,3,60,1,1,2,4,0,3000,0,63333,1,6,1,2,3,0,2,2,2,2,0.3333,2,7,1,1.00,39,4,1,1,0
1937,36,3610,361011,36-201,201,0,16.332009,102.295023,1,0,1,4,3,55,1,0,2,2,4,8000,150000,45833,1,7,1,2,3,0,1,2,3,1,0.0833,0,5,1,1.00,42,0,0,0,0
1938,36,3614,361401,36-265,265,0,16.026654,101.498616,2,2,4,4,3,66,1,1,2,4,0,4500,20000,40000,1,6,1,3,1,0,2,2,2,2,0.4583,2,7,1,1.00,44,9,1,1,1
1939,36,3614,361401,36-266,266,0,16.027694,101.498074,1,2,4,4,4,45,2,0,2,3,4,3000,20000,48333,1,5,1,3,4,3,2,2,3,2,0.4583,2,7,1,1.00,40,13,1,1,1
1940,36,3614,361404,36-267,267,0,15.947994,101.429453,2,2,2,3,3,56,1,0,4,3,3,9500,30000,16667,1,7,1,4,2,3,2,2,1,2,0.5000,3,7,1,1.00,58,4,1,1,0
1941,36,3603,360307,36-013,13,0,15.935736,102.240739,2,3,1,2,3,61,1,1,1,1,0,8800,30000,7500,1,4,0,0,1,0,1,2,2,1,0.2083,0,7,1,1.00,51,0,0,0,0
1942,36,3603,360307,36-015,15,0,15.930287,102.242108,2,0,1,4,3,73,1,1,2,1,0,15300,1000000,35000,1,9,1,2,1,0,1,2,2,1,0.1667,3,7,1,1.00,67,0,0,0,0
1943,36,3603,360307,36-016,16,0,15.929664,102.224240,1,5,1,4,3,55,1,0,1,1,4,9200,70000,43333,1,8,1,1,1,0,1,2,1,1,0.1250,5,7,1,1.00,42,0,0,0,0
1944,53,5309,530903,53-326,326,0,17.519253,100.278393,2,0,1,2,3,55,1,0,3,0,2,108800,100000,16667,1,4,0,0,1,0,1,2,2,1,0.4167,1,7,1,1.00,64,0,0,0,0
1945,62,6210,621003,62-364,364,0,16.154898,099.942007,2,23,1,3,3,46,1,0,0,1,3,33900,200000,66667,1,7,1,2,1,0,0,2,0,1,0.0417,6,7,1,5.00,81,0,0,0,0
1946,53,5309,530903,53-307,307,0,17.520555,100.259223,2,2,2,5,5,67,1,1,1,3,0,15900,500000,5933,1,5,1,2,1,0,1,2,2,1,0.4167,2,7,1,1.00,84,5,0,1,0
1947,62,6210,621003,62-365,365,0,16.160534,099.931295,2,19,1,4,3,46,1,0,0,1,4,6000,600000,35000,1,4,0,0,1,0,0,2,2,1,0.2083,7,7,1,2.00,76,0,0,0,0
1948,53,5309,530903,53-318,318,0,17.526699,100.242937,2,3,4,4,3,58,2,0,2,2,4,10600,400000,6917,1,3,1,2,1,0,1,2,3,1,0.3750,5,7,1,2.00,80,6,1,1,1
1949,62,6210,621003,62-366,366,0,16.16125,099.953507,2,0,1,3,4,51,1,0,0,1,3,54600,200000,33333,1,6,1,1,1,2,0,2,0,1,0.1250,7,7,1,3.00,86,0,0,0,0
1950,36,3603,360307,36-017,17,0,15.92943,102.243708,2,0,1,2,7,66,2,1,1,1,0,8800,100000,66667,1,8,1,2,1,0,1,2,0,1,0.4167,3,7,1,1.00,78,0,0,0,0
1951,53,5309,530903,53-316,316,0,17.526699,100.242937,2,2,3,3,4,66,1,1,2,3,0,12000,300000,5800,1,5,1,2,1,0,1,2,1,1,0.3333,5,7,1,2.00,56,4,1,1,1
1952,36,3603,360307,36-018,18,0,15.929140,102.24449,1,0,1,2,7,65,1,1,0,1,0,14700,200000,66667,1,5,1,3,1,0,1,2,0,1,0.1250,5,7,1,1.00,42,0,0,0,0
1953,36,3603,360307,36-019,19,0,15.929096,102.244039,2,0,1,2,3,64,1,1,0,1,0,7400,50000,15833,1,5,0,0,1,0,1,2,0,1,0.2917,5,7,1,1.00,73,0,0,0,0
1954,53,5309,530903,53-308,308,0,17.517584,100.259208,2,0,1,7,3,70,1,1,2,2,0,16500,0,70833,1,7,1,2,1,0,1,2,2,1,0.4167,5,7,1,2.00,59,0,0,0,0
1955,36,3603,360307,36-020,20,0,15.928001,102.244012,2,0,1,4,3,80,1,1,0,1,0,11300,0,33333,1,4,0,0,1,0,1,2,2,1,0.2500,4,7,1,1.00,56,0,0,0,0
1957,36,3603,360307,36-021,21,0,15.927347,102.243648,2,0,1,2,3,64,1,1,0,2,0,18300,100000,22500,1,7,0,2,1,0,1,2,2,1,0.3750,4,7,1,1.00,66,0,0,0,0
1958,83,8303,830302,83-089,89,1,07.997961,098.353927,2,0,1,3,3,55,1,0,0,2,3,34100,800000,29167,1,4,1,2,1,0,1,3,1,1,0.6667,7,7,1,2.50,106,0,0,0,0
1959,62,6210,621003,62-367,367,0,16.154319,099.943309,2,0,1,3,4,50,1,0,0,1,3,45600,400000,61667,1,6,1,1,1,2,0,2,2,1,0.0000,4,7,1,3.00,92,0,0,0,0
1960,36,3603,360307,36-022,22,0,15.928030,102.241372,2,0,1,2,3,61,1,1,0,1,0,11700,300000,33333,1,5,0,0,1,0,1,2,3,1,0.2083,4,7,1,1.00,64,0,0,0,0
1961,53,5309,530903,53-314,314,0,17.523922,100.245454,2,2,4,3,3,61,1,1,3,2,0,10600,100000,4167,1,4,1,2,1,0,1,2,0,1,0.3333,4,7,1,2.00,55,10,1,1,1
1962,83,8303,830302,83-090,90,1,08.004986,098.355716,2,0,1,4,3,53,1,0,1,1,4,26000,1200000,60000,1,4,1,1,1,0,1,3,0,1,0.7500,5,7,1,0.70,91,0,0,0,0
1963,36,3603,360307,36-023,23,0,15.928920,102.241195,1,4,1,3,3,60,2,1,2,1,0,9700,150000,16667,1,5,0,0,1,0,1,2,1,1,0.1667,5,7,1,1.00,42,0,0,0,0
1964,62,6210,621003,62-368,368,0,16.153976,099.950224,2,0,1,4,4,59,1,0,0,0,4,5100,200000,83333,1,4,0,0,1,1,0,2,0,1,0.0000,3,7,1,1.00,94,0,0,0,0
1965,53,5309,530903,53-313,313,0,17.523922,100.245454,2,2,2,4,3,57,1,0,2,1,4,14000,4000000,16667,1,4,0,0,1,0,1,2,2,1,0.3333,1,7,1,3.00,52,4,0,1,0
1966,62,6210,621003,62-369,369,0,16.142428,099.932404,2,9,1,4,5,51,1,0,0,1,4,73500,2000000,50000,1,5,0,0,1,0,0,2,2,1,0.6250,6,7,3,2.00,95,0,0,0,0
1967,62,6210,621003,62-370,370,0,16.158853,099.945129,2,0,1,3,4,48,1,0,0,1,3,23200,200000,41667,1,7,0,0,1,1,0,2,0,1,0.0000,3,7,1,2.00,76,0,0,0,0
1968,62,6210,621003,62-371,371,0,16.158362,099.945400,2,0,1,2,1,52,2,0,0,2,2,7000,200000,83333,1,6,1,1,1,1,0,2,0,1,0.0000,2,7,1,2.00,80,0,0,0,0
1969,90,9011,901101,90-005,5,0,07.017923,100.487457,2,6,1,3,4,75,2,1,1,1,0,44400,2000000,41667,1,0,0,0,1,0,1,2,1,3,0.9583,0,7,1,1.00,85,0,0,0,0
1970,62,6210,621002,62-372,372,0,16.262994,099.945575,2,8,1,4,3,63,2,1,2,2,0,7500,100000,30833,1,5,0,0,1,0,0,2,2,1,0.3750,6,7,2,3.00,48,0,0,0,0
1971,53,5309,530903,53-312,312,0,17.514549,100.258276,2,0,1,3,1,69,1,1,2,3,0,5900,0,8067,1,3,0,0,1,0,1,2,2,1,0.3333,2,7,1,2.00,49,0,0,0,0
1972,62,6210,621002,62-373,373,0,16.263151,099.945626,2,26,1,4,3,45,1,0,0,0,4,12000,200000,28333,1,8,1,1,1,1,0,2,0,1,0.4583,6,7,1,2.00,81,0,0,0,0
1973,53,5309,530903,53-324,324,0,17.515473,100.268183,2,0,1,3,5,60,2,1,4,2,0,8500,400000,15833,2,4,0,0,1,0,1,2,2,1,0.4583,1,7,1,2.00,86,0,0,0,0
1974,62,6210,621002,62-374,374,0,16.263322,099.94634,2,28,2,2,4,33,2,0,0,1,2,9500,200000,30000,1,5,0,0,1,0,0,2,0,1,0.2917,7,7,2,2.00,69,2,1,0,0
1975,36,3603,360307,36-024,24,0,15.930592,102.240607,2,4,1,2,3,64,2,1,0,1,0,6600,50000,13333,1,5,1,2,2,2,1,2,3,1,0.2917,5,7,1,1.00,63,0,0,0,0
1976,62,6210,621002,62-375,375,0,16.263097,099.946238,2,23,1,3,3,62,1,1,0,3,0,5500,100000,66667,1,8,1,1,1,1,0,2,2,1,0.4583,7,7,1,3.00,74,0,0,0,0
1977,36,3611,361101,36-209,209,0,16.373967,102.313932,2,0,1,5,7,58,1,0,2,1,5,17000,500000,66667,1,5,1,0,1,0,1,2,3,1,0.3333,0,7,1,1.00,49,0,0,0,0
1978,62,6210,621002,62-376,376,0,16.263643,099.946197,2,12,1,3,3,55,2,0,0,1,3,22000,100000,30000,1,8,1,1,1,1,0,2,0,2,0.3750,7,7,1,1.00,56,1,1,0,0
1979,36,3611,361101,36-210,210,0,16.373241,102.313946,2,4,1,3,3,65,2,1,3,3,0,9200,300000,29167,1,8,1,2,1,2,1,2,3,1,0.1250,0,7,2,1.00,55,0,0,0,0
1980,62,6210,621002,62-377,377,0,16.263319,099.946208,2,11,2,5,1,70,2,1,0,3,0,9000,40000,42267,1,5,0,0,1,2,0,2,2,1,0.3750,7,7,1,3.00,57,3,1,0,0
1981,83,8303,830302,83-091,91,0,07.998651,098.352102,2,0,1,2,3,56,1,0,0,1,2,20100,1600000,14000,1,4,0,0,1,0,1,3,1,1,0.4583,0,7,1,2.00,88,0,0,0,0
1982,36,3611,361101,36-211,211,0,16.372935,102.313944,2,5,1,3,3,59,1,0,2,2,3,7500,50000,29167,1,6,1,1,1,0,2,2,3,1,0.1667,0,7,1,1.00,54,0,0,0,0
1983,62,6210,621002,62-378,378,0,16.263772,099.946241,2,8,3,4,3,45,1,0,0,1,4,12000,50000,20000,1,4,0,0,1,0,0,2,0,1,0.4167,1,7,1,3.00,68,2,0,1,0
1984,90,9007,900710,90-244,244,0,07.678136,100.392822,2,7,1,4,3,40,1,0,3,3,4,18600,300000,45000,1,5,0,0,1,0,1,2,4,2,0.9167,2,7,1,0.20,76,0,0,0,0
1985,83,8303,830302,83-092,92,0,07.986195,098.366478,2,0,1,5,7,37,1,0,2,2,5,136000,22000000,179167,2,5,0,0,1,0,1,3,6,1,0.7917,0,7,1,3.00,103,0,0,0,0
1986,36,3611,361101,36-212,212,0,16.373584,102.313816,2,4,1,3,3,55,1,0,3,3,3,8600,320000,29167,1,6,1,2,2,2,1,2,2,1,0.0833,0,7,1,1.00,51,0,0,0,0
1987,36,3611,361101,36-213,213,0,16.374165,102.313587,2,4,1,2,4,49,1,0,2,2,2,6400,30000,17500,1,6,1,1,2,0,1,2,1,1,0.1250,0,7,1,1.00,46,0,0,0,0
1988,83,8303,830302,83-093,93,0,07.978450,098.355426,2,0,1,3,8,38,1,0,1,1,3,144000,900000,270000,2,4,1,2,1,0,0,2,2,5,0.7917,0,7,1,1.00,106,0,0,0,0
1989,53,5309,530903,53-311,311,0,17.510288,100.255994,2,0,1,1,3,62,1,1,2,3,0,5200,0,4167,1,6,1,2,1,0,1,2,0,1,0.3333,5,7,1,2.00,56,0,0,0,0
1990,36,3611,361101,36-214,214,0,16.374230,102.313997,2,3,1,2,3,56,1,0,2,2,2,6900,40000,17500,1,6,1,2,1,1,1,2,2,1,0.1250,0,7,1,1.00,44,0,0,0,0
1991,83,8303,830303,83-094,94,0,07.989656,098.301702,2,0,1,5,6,57,2,0,0,4,5,24400,200000,31000,1,4,0,0,1,0,0,2,2,5,0.6667,0,7,1,7.00,86,0,0,0,0
1992,90,9011,901101,90-007,7,0,07.001042,100.458299,2,0,1,4,3,58,1,0,4,5,4,44500,895000,28333,1,7,1,2,2,3,2,3,5,2,0.6667,0,7,1,1.00,79,0,0,0,0
1993,53,5309,530903,53-325,325,0,17.516754,100.270878,2,0,2,2,3,68,1,1,2,3,0,7000,100000,1600,1,4,1,2,1,0,1,2,1,1,0.3750,6,7,1,1.00,58,3,0,1,0
1994,83,8303,830303,83-095,95,1,07.984866,098.291124,2,0,1,4,7,51,1,0,1,1,4,40000,1500000,23333,1,4,1,4,4,0,1,3,8,5,1.0000,4,7,2,2.00,74,0,0,0,0
1995,53,5309,530903,53-322,322,0,17.515473,100.268183,2,0,1,2,3,61,1,1,3,3,0,15800,0,16667,1,7,1,2,1,0,1,2,2,1,0.3333,5,7,1,1.00,54,0,0,0,0
1996,53,5309,530903,53-321,321,0,17.515473,100.268183,2,2,1,2,3,70,1,1,2,2,0,109600,200000,5000,1,4,0,0,1,0,1,2,0,1,0.3750,2,7,1,1.00,82,0,0,0,0
1997,53,5309,530903,53-319,319,0,17.526699,100.232937,2,0,1,2,3,61,1,1,3,3,0,10900,200000,3333,1,7,1,2,1,0,1,2,0,1,0.3333,5,7,1,1.00,51,0,0,0,0
1998,90,9011,901101,90-009,9,0,07.019287,100.483319,2,7,1,2,4,43,2,0,0,1,2,6400,0,18333,1,0,0,0,1,0,1,3,0,5,0.7917,3,7,1,2.00,84,0,0,0,0
1999,36,3611,361101,36-215,215,0,16.374158,102.313801,2,4,1,2,3,58,1,0,3,1,2,9700,300000,15833,1,7,1,2,1,0,1,2,2,1,0.2500,0,7,1,1.00,52,0,0,0,0
2000,53,5309,530903,53-320,320,0,17.515473,100.268183,2,0,1,2,3,73,1,1,3,3,0,11900,600000,5833,1,7,1,2,1,0,1,2,0,1,0.3750,6,7,1,1.00,56,0,0,0,0
2001,53,5309,530903,53-317,317,0,17.526699,100.242937,2,0,1,1,5,60,1,1,1,3,0,5500,160000,4167,1,7,1,2,1,0,1,2,0,1,0.3333,6,7,1,1.00,51,0,0,0,0
2002,36,3611,361101,36-216,216,0,16.374239,102.313697,2,4,1,3,3,54,1,0,2,2,3,8200,30000,15000,2,7,1,2,1,1,1,2,2,1,0.1667,0,7,1,1.00,47,0,0,0,0
2003,90,9011,901101,90-008,8,0,07.010070,100.482241,2,7,1,2,6,52,1,0,0,2,2,10200,0,20000,1,0,0,0,1,0,0,3,0,1,0.7500,3,7,2,3.00,109,0,0,0,0
2004,36,3611,361101,36-217,217,0,16.373969,102.313932,2,4,1,2,3,63,1,1,2,3,0,6200,20000,13333,1,7,1,2,1,0,1,2,2,1,0.2083,2,7,1,1.00,49,0,0,0,0
2005,53,5309,530903,53-323,323,0,17.515473,100.268183,2,1,2,5,3,77,2,1,4,4,0,78600,100000,4867,1,6,1,2,1,1,1,2,0,1,0.4167,5,7,1,1.00,88,2,0,1,0
2006,36,3611,361101,36-218,218,0,16.373645,102.313792,2,4,1,2,3,60,1,1,2,2,0,8700,30000,17500,1,7,1,2,1,2,1,2,2,1,0.1667,0,7,1,1.00,60,0,0,0,0
2007,36,3611,361102,36-219,219,0,16.381770,102.305055,2,4,1,2,3,67,2,1,2,2,0,7200,350000,17500,1,6,1,2,1,1,1,2,3,1,0.1250,0,7,1,1.00,54,0,0,0,0
2008,53,5309,530903,53-315,315,0,17.526699,100.242937,2,0,1,4,3,55,1,0,1,1,4,17300,0,8333,1,4,0,0,1,0,1,2,3,1,0.4167,1,7,1,1.00,86,0,0,0,0
2009,36,3611,361102,36-220,220,0,16.382443,102.123049,2,4,1,3,3,63,2,1,1,1,0,6700,0,21167,1,5,0,0,1,0,1,2,0,1,0.1667,2,7,1,1.00,43,0,0,0,0
2010,53,5309,530903,53-310,310,0,17.510288,100.255994,2,0,1,3,7,37,1,0,1,0,3,218500,2000000,8333,1,3,1,2,1,0,1,2,2,1,0.4583,2,7,1,2.00,86,0,0,0,0
2012,36,3611,361102,36-221,221,0,16.380966,102.304836,2,5,1,3,3,54,1,0,1,2,3,7100,40000,18333,1,6,1,2,4,0,1,2,1,1,0.0833,1,7,1,1.00,44,0,0,0,0
