id,province_id,district_id,sub_district_id,INQUIRE_NO,INQUIRE_ID,HH_CATS,latitude,longitude,FCS,CSI,HFIAS,HH_SIZE,HOH_EDU,HOH_AGE,HOH_GENDER,DEPEND_RATIO,GROUPS_MEMBER,WELFARE_TOTAL,WORKFORCE_TOTAL,EXPENSE_MONTHLY,DEBT_TOTAL,INCOME_MONTHLY,ASSETS_LAND,ASSETS_TOTAL,WATER_CROP,CHEM_TOTAL,DISASTER_OCC,FOODSRC_NATURAL,WATER_CONSUME,SANITATION_TYPE,COVID_AFFECTS,FOODSRC_BUY,FOODSAF_RATIO,SELF_COOK_DAYS,COOK_DONE_DAY,FOOD_STOCKS,FOODSRC_DIST,fcs_score,hfias_score,hfias_d1,hfias_d2,hfias_d3
797,24,2401,240107,24-461,461,1,13.702757,101.120701,2,0,1,3,4,55,1,0,1,0,3,10000,50000,10833,1,4,1,1,1,0,1,2,0,1,0.5000,0,7,1,5.00,60,0,0,0,0
798,36,3601,360109,36-388,388,1,15.909414,102.128313,2,5,1,1,5,28,2,0,1,1,1,10000,50000,25000,1,4,0,0,3,0,0,5,2,2,0.0833,0,7,1,3.00,92,0,0,0,0
799,24,2401,240107,24-462,462,1,13.702578,101.120673,2,0,1,2,3,60,2,1,0,0,0,3500,0,6000,1,3,1,0,1,0,1,2,0,1,0.3750,0,7,1,5.00,60,0,0,0,0
800,24,2401,240107,24-463,463,1,13.701368,101.119173,2,0,1,6,3,62,2,1,0,0,0,14000,0,17000,1,4,1,0,1,0,1,2,0,1,0.4583,0,7,1,5.00,60,0,0,0,0
801,36,3601,360109,35-639,639,1,15.910099,102.131673,2,15,1,1,7,30,2,0,0,0,1,29200,100000,16667,1,3,0,0,3,0,0,2,1,6,0.2500,0,7,1,10.00,77,0,0,0,0
802,36,3609,360903,36-159,159,0,15.794397,101.470545,2,13,1,1,7,42,1,0,0,0,1,7000,0,25000,1,5,1,0,4,0,1,4,0,1,0.0000,7,7,2,2.00,55,0,0,0,0
803,36,3609,360903,36-158,158,0,15.712904,101.473652,1,29,1,1,3,34,2,0,0,0,1,2500,5000,7500,1,4,0,0,1,1,0,3,2,2,0.0000,7,7,1,2.00,32,0,0,0,0
804,36,3609,360903,35-160,160,0,15.794484,101.470496,1,44,1,1,4,39,1,0,0,0,1,3200,3000,8333,1,5,1,0,4,0,1,3,2,1,0.0000,7,7,1,3.00,36,0,0,0,0
805,36,3601,360109,36-390,390,1,15.911180,102.135114,2,33,1,1,3,71,2,1,1,2,0,19200,150000,7500,1,6,1,3,3,2,0,5,2,1,0.2083,5,7,2,20.00,77,0,0,0,0
806,36,3609,360903,36-162,162,0,15.793345,101.470309,2,18,1,1,5,35,2,0,0,2,1,2100,0,8333,1,3,0,0,1,2,2,4,2,3,0.0000,0,7,1,3.00,52,0,0,0,0
807,36,3609,360903,36-161,161,0,15.794341,101.470789,1,30,1,1,5,41,1,0,0,0,1,7400,30000,12500,1,5,1,0,1,0,1,2,3,1,0.0000,5,7,1,3.00,34,0,0,0,0
808,36,3601,360109,36-391,391,1,15.911229,102.135033,2,44,1,1,3,63,1,1,2,4,0,35000,20000,10000,1,7,1,4,3,3,1,2,3,1,0.1667,5,7,1,20.00,76,0,0,0,0
809,36,3609,360903,36-163,163,0,15.714767,101.474020,1,38,1,1,3,33,2,0,0,0,1,2350,0,7500,1,0,0,0,1,1,2,2,0,1,0.0000,2,7,1,5.00,38,0,0,0,0
810,36,3609,360903,36-164,164,0,15.715318,101.473214,1,37,1,1,4,54,2,0,0,0,1,2400,0,8333,1,5,1,0,4,0,1,3,0,1,0.0000,3,7,1,4.00,34,0,0,0,0
811,36,3609,360903,36-166,166,0,15.714767,101.473204,2,12,1,1,3,53,2,0,0,2,1,4900,40000,5833,1,3,1,0,4,1,2,4,2,3,0.0000,4,7,1,2.00,55,0,0,0,0
812,36,3609,360903,36-165,165,0,15.715214,101.473241,1,9,1,1,3,57,2,0,1,2,1,3500,0,4167,1,5,1,0,4,0,1,2,2,1,0.0000,3,7,1,3.00,35,0,0,0,0
813,36,3609,360903,36-167,167,0,15.714353,101.473479,2,9,1,1,3,50,2,0,0,0,1,4400,30000,50000,1,5,1,0,4,0,1,3,2,1,0.0000,2,7,1,3.00,48,0,0,0,0
814,36,3609,360903,36-168,168,0,15.714280,101.473085,2,31,1,1,4,50,2,0,0,0,1,3700,40000,4167,1,4,1,0,4,0,1,4,0,2,0.0000,2,5,1,1.00,44,0,0,0,0
815,24,2401,240107,24-464,464,1,13.702571,101.124037,2,0,1,1,3,82,2,1,0,0,0,3500,0,0,1,2,0,0,1,0,1,2,0,1,0.4167,0,7,1,5.00,56,0,0,0,0
816,36,3609,360903,36-169,169,0,15.714353,101.472960,1,27,1,1,3,43,1,0,0,0,1,2800,0,8333,1,4,1,0,4,2,2,4,2,1,0.0000,2,7,1,2.00,39,0,0,0,0
817,24,2401,240107,24-465,465,1,13.702909,101.120828,2,0,1,5,3,76,1,1,0,0,0,25000,0,200000,1,5,0,0,1,0,1,2,0,1,0.4583,0,7,1,4.00,60,0,0,0,0
818,24,2401,240107,24-466,466,1,13.695562,101.118602,2,3,2,3,4,42,2,0,0,0,3,10000,0,8333,1,4,0,0,1,0,1,2,0,1,0.4583,0,7,1,5.00,60,2,1,1,0
819,24,2401,240107,24-467,467,1,13.695470,101.118782,2,4,2,4,3,54,1,0,0,0,4,9000,0,20000,0,0,0,0,1,0,1,2,0,1,0.4583,0,7,1,4.00,60,2,1,1,0
820,36,3609,360903,36-170,170,0,15.715415,101.472833,2,33,2,1,3,33,2,0,0,1,1,3300,50000,4167,1,3,1,1,4,1,1,3,2,4,0.0000,2,6,1,2.00,58,1,0,1,0
822,52,5203,520307,52-167,167,0,18.113435,099.355689,2,11,4,5,3,44,2,0,0,2,5,7500,2000,6000,0,0,0,0,1,0,0,5,4,1,0.0000,0,7,1,0.50,82,16,1,1,1
823,24,2401,240107,24-469,469,1,13.695373,101.118826,2,2,1,2,4,54,2,0,1,1,2,12000,0,19000,1,4,0,0,1,0,1,2,0,1,0.4583,0,7,1,5.00,60,0,0,0,0
824,24,2401,240107,24-470,470,1,13.695841,101.119261,2,2,2,2,3,88,2,1,0,0,0,7000,0,12500,1,4,0,0,1,0,1,2,0,1,0.3750,0,7,1,5.00,56,2,1,1,0
825,36,3609,360903,36-171,171,0,15.715511,101.472886,2,19,1,1,4,37,2,0,0,0,1,2700,100000,8333,1,3,1,1,4,1,2,4,0,1,0.0000,3,3,1,1.00,46,0,0,0,0
826,24,2411,241102,24-393,393,0,13.765595,101.166613,2,0,2,3,3,63,2,1,1,1,0,15200,0,16667,1,4,0,0,1,0,1,2,2,1,0.7083,0,7,2,1.00,86,2,1,1,0
827,24,2411,241102,24-394,394,0,13.757082,101.158491,2,0,1,5,3,72,2,1,0,0,0,13500,0,25833,1,4,0,0,2,0,1,2,0,1,0.5833,0,7,1,2.00,74,0,0,0,0
828,52,5203,520307,52-168,168,0,18.107017,099.354488,2,0,1,4,3,53,1,0,0,2,4,28400,200000,33333,1,6,1,0,1,0,1,3,3,1,0.0417,7,7,3,0.50,109,0,0,0,0
829,36,3609,360903,36-172,172,0,15.713859,101.473152,2,25,1,1,3,48,1,0,0,3,1,4000,100000,12500,1,5,1,0,4,0,2,4,3,1,0.0000,4,3,1,3.00,46,0,0,0,0
830,36,3609,360903,36-173,173,0,15.713935,101.472961,2,32,1,1,3,63,1,1,0,0,0,9000,80000,13333,1,5,1,0,4,0,2,3,2,1,0.0000,3,3,1,3.00,56,0,0,0,0
831,36,3609,360903,36-174,174,0,15.713999,101.472709,2,26,1,1,5,30,1,0,0,0,1,12000,8000,14167,1,4,1,0,1,0,2,4,0,1,0.0000,4,3,1,4.00,58,0,0,0,0
832,36,3609,360903,36-175,175,0,15.713644,101.472917,1,36,1,1,5,28,1,0,0,0,1,3100,10000,8333,1,4,1,0,4,2,1,4,0,1,0.0000,5,4,1,3.00,42,0,0,0,0
833,36,3609,360903,36-176,176,0,15.713633,101.473904,2,35,1,1,6,30,1,0,0,0,1,4300,0,7500,1,4,0,0,4,2,2,4,2,1,0.0000,4,3,1,1.00,48,0,0,0,0
834,52,5203,520307,52-169,169,0,18.104423,099.355939,2,2,1,3,3,57,1,0,0,3,3,8200,0,10000,1,6,1,0,4,0,1,3,4,1,0.0000,7,7,1,0.50,109,0,0,0,0
835,36,3609,360903,36-177,177,0,15.712654,101.477097,2,0,1,1,6,24,1,0,0,1,1,6000,0,10417,1,2,1,0,1,0,0,2,0,1,0.7500,0,7,1,3.00,74,0,0,0,0
836,36,3609,360903,36-178,178,0,15.712694,101.473704,2,0,1,1,7,36,1,0,0,1,1,8700,0,11667,1,4,1,0,1,0,0,2,2,1,0.7083,7,7,1,2.00,76,0,0,0,0
837,52,5203,520307,52-170,170,0,18.104464,099.354995,2,2,1,1,3,68,1,1,0,3,0,1950,0,3333,1,3,0,0,1,0,1,3,2,1,0.0417,0,7,1,0.50,93,0,0,0,0
838,52,5203,520307,52-171,171,0,18.106812,099.355858,2,3,1,4,3,73,2,1,1,3,0,10850,0,27367,1,6,1,0,1,0,2,4,3,1,0.0417,7,7,1,0.70,112,0,0,0,0
839,83,8301,830104,83-100,100,0,07.882544,098.422794,2,20,1,3,1,51,1,0,0,1,3,10900,3000,14000,1,1,0,0,1,0,0,3,2,5,0.5833,0,7,0,1.00,95,1,1,0,0
840,52,5203,520307,52-172,172,0,18.108041,099.356269,2,4,1,4,6,62,1,1,0,2,0,20400,100000,22100,1,5,0,0,1,0,1,3,3,1,0.0000,0,7,1,1.50,112,0,0,0,0
841,52,5203,520307,52-173,173,0,18.104702,099.356828,2,3,1,4,5,46,1,0,0,4,4,20450,500000,18333,1,8,1,0,1,0,1,3,3,1,0.0417,7,7,1,0.70,112,0,0,0,0
843,36,3609,360905,36-181,181,0,15.833083,101.491099,2,0,1,1,10,51,2,0,1,2,1,8000,1000,9167,1,4,0,0,1,0,0,2,2,1,0.5833,0,7,1,3.00,76,0,0,0,0
844,36,3609,360905,36-182,182,0,15.833057,101.491008,2,11,1,1,5,46,2,0,2,2,1,9500,19000,12500,1,5,1,0,1,0,0,3,3,1,0.4167,7,7,1,3.00,58,0,0,0,0
845,36,3609,360905,36-183,183,0,15.835519,101.491508,2,19,1,1,4,47,2,0,0,1,1,5000,1000,13333,1,5,1,0,1,0,1,4,0,1,0.4167,0,7,1,4.00,60,0,0,0,0
846,36,3609,360905,36-184,184,0,15.836419,101.491305,2,5,1,1,5,57,2,0,2,2,1,7000,1000,15000,1,4,1,0,3,0,1,3,3,1,0.7083,0,7,1,3.00,78,0,0,0,0
847,36,3609,360905,36-186,186,0,15.835459,101.491377,2,0,1,1,5,56,2,0,2,1,1,7500,0,12500,1,4,1,3,4,0,2,2,2,1,0.5000,7,7,1,3.00,76,0,0,0,0
848,36,3609,360905,36-187,187,0,15.835732,101.491544,2,7,1,1,3,70,2,1,2,1,0,7000,80000,20833,1,3,1,2,3,1,1,2,2,1,0.5417,7,7,1,3.00,72,0,0,0,0
849,36,3609,360905,36-185,185,0,15.835972,101.492919,2,0,1,1,7,28,2,0,2,2,1,5000,11000,12500,1,3,1,0,1,0,1,2,2,1,0.4583,0,7,1,3.00,62,0,0,0,0
850,36,3609,360905,36-188,188,0,15.836023,101.491430,2,13,1,1,7,36,2,0,2,2,1,9000,100000,25000,1,2,1,0,1,0,0,2,3,1,0.4583,0,7,1,3.00,84,0,0,0,0
851,83,8301,830104,83-101,101,0,07.886714,098.424459,2,0,1,3,7,52,1,0,0,1,3,63000,2000000,66667,1,5,0,0,1,0,1,3,0,1,0.5833,0,7,1,3.00,102,0,0,0,0
852,36,3609,360905,36-187,187,0,15.835833,101.491826,2,12,1,1,4,50,2,0,3,2,1,10000,100000,20833,1,4,1,0,1,0,0,3,2,1,0.1667,5,7,1,3.00,90,0,0,0,0
853,36,3609,360905,36-191,191,0,15.835709,101.491355,2,0,1,1,7,36,1,0,0,1,1,9000,0,16667,1,4,1,0,1,0,1,2,2,1,0.5833,7,7,0,3.00,72,0,0,0,0
854,36,3609,360905,36-190,190,0,15.836170,101.491512,2,17,1,1,7,25,2,0,0,2,1,6000,2000,12500,1,5,1,0,1,0,0,2,2,1,0.6250,0,7,1,3.00,81,0,0,0,0
855,36,3609,360905,36-192,192,0,15.836200,101.49131,2,0,1,1,5,42,2,0,1,2,1,6500,300000,8333,1,4,1,0,1,0,1,2,0,1,0.5417,0,7,1,3.00,72,0,0,0,0
856,36,3609,360905,36-193,193,0,15.836046,101.492709,2,0,1,1,5,56,2,0,2,1,1,6500,50000,25000,1,4,1,0,1,0,1,2,0,1,0.6250,0,7,1,3.00,78,0,0,0,0
857,83,8301,830104,83-102,102,0,07.886655,098.424561,2,0,1,3,3,43,1,0,0,1,3,39600,300000,43333,1,0,0,0,1,1,1,3,1,1,0.7083,0,7,1,5.00,82,0,0,0,0
858,36,3609,360905,36-195,195,0,15.836439,101.492987,2,0,1,1,6,40,1,0,2,1,1,10500,0,25000,1,5,1,0,1,0,0,2,0,1,0.6250,0,7,1,3.00,76,0,0,0,0
859,36,3609,360905,36-196,196,0,15.846092,101.493138,2,0,1,1,7,52,2,0,2,1,1,7000,0,29167,1,4,1,0,1,0,1,2,0,1,0.5417,0,7,1,3.00,76,0,0,0,0
860,36,3608,360804,36-148,148,1,15.776662,101.708624,2,0,1,1,7,29,2,0,1,1,1,7000,50000,16667,1,4,1,0,1,0,1,2,1,1,0.5417,0,7,1,3.00,72,0,0,0,0
861,83,8301,830104,83-103,103,0,07.874917,098.423444,2,6,2,3,1,56,2,0,0,1,3,9900,20000,6667,1,3,0,0,2,1,0,3,2,1,0.7083,0,7,0,3.00,78,2,1,0,0
862,36,3609,360905,36-194,194,0,15.836529,101.493147,2,17,1,1,3,60,1,1,0,3,0,4000,5000,12500,1,4,1,0,3,2,1,2,3,1,0.6667,7,7,1,3.00,77,0,0,0,0
863,83,8301,830104,83-104,104,0,07.875085,098.423426,2,16,2,3,5,28,2,0,0,1,3,7700,2000,12500,1,3,0,0,1,1,0,3,2,1,0.7083,0,7,0,5.00,94,3,1,0,0
864,36,3608,360804,36-149,149,1,15.776784,101.703289,2,6,1,1,6,45,2,0,3,2,1,5500,30000,20833,1,4,1,0,1,0,2,3,3,1,0.5000,7,7,1,3.00,65,0,0,0,0
865,36,3608,360804,36-150,150,1,15.777316,101.702878,2,7,1,1,6,32,1,0,1,1,1,8000,10000,12500,1,5,1,0,1,0,0,2,0,1,0.5417,0,7,1,3.00,79,0,0,0,0
866,83,8301,830104,83-105,105,0,07.875057,098.423534,2,12,2,3,1,17,2,0,0,2,3,11900,5000,0,1,3,0,0,1,1,0,3,3,1,0.7083,0,7,0,6.00,103,2,1,0,0
867,36,3608,360804,36-152,152,1,15.777054,101.701104,2,0,1,1,5,42,1,0,0,1,1,5500,100000,12500,1,4,1,2,4,0,1,2,1,1,0.5417,7,7,1,3.00,73,0,0,0,0
868,52,5207,520704,52-268,268,0,18.982541,099.635314,2,4,1,4,4,53,1,0,6,4,4,10500,170000,34167,1,6,1,2,2,2,2,3,1,2,0.4167,4,7,1,0.10,86,0,0,0,0
869,36,3608,360804,36-153,153,1,15.777172,101.701824,2,0,1,1,6,27,1,0,0,0,1,5000,5000,8333,1,4,1,0,1,0,0,2,3,1,0.5417,0,7,1,3.00,68,0,0,0,0
870,36,3608,360804,36-151,151,1,15.777342,101.702527,2,0,1,1,6,45,1,0,1,1,1,10000,0,25000,1,4,1,0,3,1,0,2,1,1,0.2083,7,7,1,3.00,68,0,0,0,0
871,90,9001,900102,90-185,185,0,07.149297,100.626269,2,9,4,6,3,57,2,0,0,2,6,44032,800000,39000,1,6,0,0,2,1,1,2,3,2,0.0417,0,7,1,1.00,58,10,1,1,1
872,36,3608,360804,36-155,155,1,15.777370,101.791766,2,0,1,1,7,24,1,0,1,2,1,5500,10000,8333,1,4,1,0,1,0,1,2,2,1,0.6667,0,7,1,3.00,80,0,0,0,0
873,62,6203,620301,62-348,348,0,16.203343,099.315255,2,0,1,2,1,62,1,1,2,1,0,2500,50000,667,0,0,0,0,1,0,1,2,0,1,0.4167,0,7,1,1.00,60,0,0,0,0
874,90,9001,900102,90-186,186,0,07.174350,100.610719,2,0,1,4,5,43,1,0,4,2,4,16000,0,25833,1,7,1,0,1,1,1,2,4,1,1.0000,0,7,1,5.00,95,0,0,0,0
875,62,6203,620301,62-349,349,0,16.202825,099.315526,2,0,1,2,3,55,1,0,0,1,2,3700,0,5000,0,0,0,0,1,0,0,2,1,1,0.4583,0,7,1,2.00,61,0,0,0,0
876,36,3608,360804,36-156,156,1,15.777373,101.701583,2,0,1,1,3,55,1,0,0,0,1,4000,10000,12500,1,3,1,0,1,0,1,2,0,1,0.5833,0,7,1,2.00,64,0,0,0,0
877,36,3608,360804,36-154,154,1,15.777332,101.701869,2,0,1,1,5,41,1,0,0,2,1,8500,20000,9167,1,4,1,2,3,0,0,2,2,1,0.5417,7,7,1,3.00,73,0,0,0,0
878,36,3608,360804,36-157,157,1,15.776344,101.700943,2,0,1,1,5,17,1,0,0,0,1,3200,0,2083,1,3,1,0,1,0,0,2,0,1,0.5417,0,7,1,2.00,60,0,0,0,0
879,62,6203,620301,62-350,350,0,16.20007,099.298452,2,7,1,2,3,64,1,1,0,2,0,15500,20000,4167,1,3,1,2,1,0,1,2,2,1,0.8750,0,7,1,1.00,92,0,0,0,0
880,90,9001,900102,90-188,188,0,07.161922,100.604953,2,0,1,2,1,59,2,0,1,2,2,49500,0,2667,1,0,0,0,1,0,0,2,1,1,0.7917,0,7,3,5.00,112,0,0,0,0
881,90,9001,900102,90-189,189,0,07.171746,100.611961,1,4,1,3,4,43,1,0,0,1,3,11400,0,8333,0,0,0,0,1,0,0,2,0,1,0.0000,0,7,2,1.00,34,0,0,0,0
882,62,6203,620301,62-351,351,0,16.202343,099.315255,2,4,1,4,3,48,2,0,1,1,4,12600,120000,5833,1,3,0,0,1,0,1,2,2,1,0.9167,0,7,1,1.00,100,0,0,0,0
883,62,6203,620301,62-352,352,0,16.202368,099.314666,2,0,1,1,1,70,2,1,0,1,0,5700,0,4167,0,0,0,0,1,0,2,2,0,1,0.4167,0,7,1,1.00,58,0,0,0,0
884,83,8303,830303,83-003,3,0,07.989177,098.301903,2,0,1,2,3,57,1,0,0,4,2,22000,0,15000,1,0,0,0,1,0,0,2,2,1,0.4583,0,7,1,0.20,60,0,0,0,0
885,62,6203,620301,62-353,353,0,16.202497,099.315121,1,0,4,4,3,65,2,1,0,3,0,3800,0,31000,1,3,1,0,1,0,1,2,2,1,0.5000,7,7,1,2.00,36,17,1,1,1
886,83,8303,830303,83-004,4,1,07.995593,098.310800,2,0,1,2,4,65,2,1,7,3,0,13400,0,15000,1,3,1,1,1,1,1,4,2,1,0.7917,3,7,1,1.00,72,0,0,0,0
887,83,8303,830303,83-005,5,1,08.010283,098.316126,2,0,1,3,3,71,2,1,2,2,0,42100,1500000,28000,1,4,0,0,1,0,1,4,4,1,0.5833,0,7,1,0.50,60,0,0,0,0
888,62,6206,620604,62-313,313,0,16.740756,099.430690,2,6,1,4,3,61,2,1,1,2,0,10700,17000,7500,1,0,1,2,4,0,0,3,2,2,0.3750,0,7,1,1.00,108,1,1,0,0
889,62,6206,620604,62-314,314,0,16.741015,099.430988,2,13,4,3,3,69,2,1,1,2,0,14550,60000,5000,1,7,1,3,4,0,0,3,2,2,0.7083,6,7,1,1.00,89,14,1,1,1
890,83,8303,830303,83-006,6,1,08.011331,098.315119,2,0,1,4,5,63,1,1,7,2,0,11505,6000,38833,1,4,1,3,1,4,1,5,4,1,0.5833,5,6,2,2.00,80,0,0,0,0
891,24,2411,241102,24-395,395,0,13.754115,101.153253,2,0,1,3,5,39,1,0,0,0,3,10000,0,16000,1,5,1,0,1,1,1,2,0,1,0.5417,0,7,3,30.00,94,0,0,0,0
892,24,2411,241102,24-396,396,0,13.765851,101.167976,2,5,2,3,4,49,1,0,0,2,3,12800,0,36333,1,4,1,1,1,1,2,2,2,1,0.5833,0,7,1,1.50,78,2,1,1,0
893,62,6206,620604,62-315,315,0,16.741146,099.430855,2,4,2,4,4,43,1,0,1,1,4,18800,100000,5000,1,4,1,2,1,0,1,2,3,1,0.8333,1,7,0,2.00,88,4,1,1,0
894,62,6206,620604,62-317,317,0,16.741184,099.430229,2,7,3,1,1,63,2,1,0,1,0,2100,0,1667,1,3,0,0,1,0,0,2,1,2,0.7500,0,7,0,0.20,102,11,1,1,1
895,24,2411,241102,24-397,397,0,13.766977,101.169990,2,2,1,3,4,43,1,0,2,2,3,5600,0,16667,1,4,1,1,1,1,1,2,1,1,0.6250,0,7,1,3.00,73,1,1,0,0
896,83,8302,830203,83-007,7,0,07.948686,098.291080,2,0,1,6,6,46,1,0,0,3,6,25500,100000,35000,1,4,0,0,1,0,1,6,2,5,0.9583,0,7,1,1.00,87,0,0,0,0
897,83,8301,830104,83-071,71,0,07.883969,098.423180,2,0,1,5,1,64,1,1,0,1,0,4000,0,53333,1,3,0,0,1,0,0,3,0,2,0.0000,0,7,1,0.50,54,0,0,0,0
898,24,2411,241102,24-398,398,0,13.782466,101.165639,2,1,1,3,3,65,2,1,2,1,0,8700,30000,16667,1,4,1,1,1,1,2,2,0,1,0.6667,0,7,1,1.00,75,0,0,0,0
899,62,6206,620604,62-318,318,0,16.740499,099.430182,2,0,1,4,3,68,2,1,0,1,0,3300,0,3500,1,5,1,1,4,2,0,3,0,2,0.4583,0,7,1,1.00,80,0,0,0,0
900,83,8302,830203,83-008,8,0,07.946718,098.283035,2,0,1,1,3,65,2,1,0,3,0,7000,0,0,1,2,0,0,1,0,0,2,3,6,0.6250,0,7,1,0.10,78,0,0,0,0
901,24,2411,241102,24-399,399,0,13.782873,101.174390,2,3,1,3,4,40,1,0,3,2,3,6800,40000,21667,1,4,1,1,1,0,1,2,2,1,0.7083,0,7,1,2.00,70,0,0,0,0
902,83,8301,830104,83-072,72,0,07.883734,098.422916,2,0,1,3,3,50,1,0,0,1,3,15000,0,15500,1,4,0,0,1,0,0,2,1,5,0.4583,0,7,1,0.50,67,0,0,0,0
903,62,6206,620604,62-319,319,0,16.741146,099.430855,2,17,1,5,5,34,1,0,1,2,5,10750,30000,6667,2,5,1,2,4,2,0,3,0,2,0.6667,4,7,1,1.00,80,0,0,0,0
904,62,6206,620604,62-320,320,0,16.740958,099.430658,2,6,2,2,3,70,1,1,1,1,0,24500,60000,5000,1,4,0,0,1,0,1,2,2,2,0.8333,0,7,0,0.20,92,4,1,1,0
905,24,2411,241102,24-400,400,0,13.786453,101.17716,2,2,1,3,5,39,2,0,1,2,3,5500,40000,24333,1,4,1,1,1,1,2,2,2,1,0.6667,0,7,1,2.00,72,0,0,0,0
906,83,8302,830203,83-009,9,0,07.946838,098.283066,2,0,1,1,3,65,2,1,0,3,0,9000,0,8000,1,2,0,0,1,0,1,6,2,1,0.7500,0,7,1,0.50,80,0,0,0,0
907,83,8301,830104,83-073,73,0,07.883486,098.422737,2,0,1,7,3,50,1,0,2,1,7,11000,0,15000,1,4,0,0,1,0,0,2,0,5,0.5000,0,7,1,0.50,58,0,0,0,0
909,62,6206,620604,62-321,321,0,16.740540,099.430644,2,23,2,2,1,54,2,0,0,1,2,4500,30000,8333,1,0,0,0,1,1,0,3,0,2,0.2500,0,7,1,1.00,44,2,1,0,0
910,83,8301,830104,83-106,106,0,07.908605,098.373417,2,0,1,3,3,55,2,0,0,1,3,19500,0,2000,1,5,0,0,1,0,0,3,2,5,0.7083,0,7,1,2.00,76,0,0,0,0
911,62,6206,620604,62-322,322,0,16.741239,099.433005,2,6,1,4,6,37,2,0,1,1,4,30000,50000,7500,1,4,1,2,1,0,1,2,2,1,0.8333,0,7,1,0.20,92,0,0,0,0
912,83,8302,830203,83-010,10,0,07.950050,098.280759,2,0,1,4,5,63,1,1,1,3,0,55000,0,45000,1,4,0,0,1,0,1,4,2,5,0.9583,0,7,3,25.00,112,0,0,0,0
913,83,8301,830104,83-074,74,0,07.884258,098.423584,2,0,1,3,5,65,2,1,0,0,0,9000,0,25000,1,4,0,0,1,0,0,2,0,2,0.2500,0,7,1,0.50,47,0,0,0,0
915,62,6206,620604,62-323,323,0,16.714448,099.433160,2,0,1,1,3,59,1,0,1,2,1,3500,0,2500,1,0,0,0,1,0,0,3,3,2,0.6667,2,7,1,1.00,74,0,0,0,0
916,83,8301,830104,83-076,76,0,07.884495,098.423698,2,0,1,4,3,45,1,0,0,0,4,13000,0,25000,0,0,0,0,1,0,0,2,1,1,0.3750,0,7,1,1.00,49,0,0,0,0
917,83,8301,830104,83-075,75,0,07.884112,098.423497,2,0,1,4,3,62,1,1,0,1,0,8000,0,40000,1,4,0,0,1,0,0,2,0,1,0.2500,0,7,1,2.00,50,0,0,0,0
918,83,8301,830104,83-077,77,0,07.883635,098.422731,2,0,1,3,7,51,1,0,0,0,3,9700,0,30000,0,3,0,0,1,0,0,2,1,1,0.4167,0,7,1,2.00,77,0,0,0,0
919,62,6206,620604,62-316,316,0,16.724634,099.442646,2,6,2,3,4,50,1,0,0,1,3,20300,30000,6667,1,6,1,2,1,0,1,2,2,1,0.8333,0,7,0,2.00,96,2,1,0,0
920,83,8301,830104,83-107,107,0,07.908487,098.375060,2,0,1,4,3,55,1,0,0,3,4,15000,0,18333,1,5,0,0,2,0,0,2,0,1,0.7083,0,7,1,2.00,64,0,0,0,0
921,83,8301,830104,83-078,78,0,07.884150,098.423521,2,0,1,2,3,47,1,0,0,0,2,5000,0,25000,0,0,0,0,3,0,0,2,1,5,0.3333,0,7,1,0.50,52,0,0,0,0
922,83,8301,830104,83-079,79,0,07.884316,098.423761,2,0,1,2,7,46,1,0,0,0,2,8000,0,20000,0,0,0,0,1,0,0,2,1,5,0.3750,0,7,1,0.50,54,0,0,0,0
923,83,8301,830104,83-080,80,0,07.883861,098.422385,2,0,1,3,1,60,2,1,0,0,0,10000,1000,29167,0,0,0,0,1,0,0,2,1,5,0.2917,0,7,1,0.50,47,0,0,0,0
924,83,8301,830104,83-108,108,0,07.915357,098.376315,2,0,1,2,7,21,2,0,0,1,2,9300,0,3750,1,0,0,0,1,0,0,3,0,5,0.5417,0,7,1,3.00,54,0,0,0,0
925,83,8301,830104,83-109,109,0,07.914420,098.376506,2,0,1,3,5,25,2,0,0,3,3,7500,0,7083,1,0,0,0,1,0,1,3,1,1,0.5833,0,7,1,3.00,65,0,0,0,0
926,83,8301,830104,83-110,110,0,07.908477,098.373318,2,0,1,2,7,21,2,0,0,1,2,11000,0,3333,1,0,0,0,1,0,0,3,1,5,0.4583,0,7,0,3.00,52,0,0,0,0
927,83,8301,830104,83-111,111,0,07.910088,098.372573,2,0,1,4,7,49,1,0,0,1,4,34500,60000,10000,1,0,0,0,1,0,1,3,2,1,0.7500,0,7,1,1.00,98,0,0,0,0
928,83,8301,830104,83-112,112,0,07.914572,098.376736,2,0,1,3,3,54,2,0,0,3,3,32500,20000,37500,1,0,0,0,1,0,1,3,2,1,0.6667,0,7,1,2.00,80,0,0,0,0
929,83,8301,830104,83-113,113,0,07.909808,098.373387,2,0,1,3,4,54,2,0,0,1,3,10500,4000,7917,1,0,0,0,1,0,0,3,2,5,0.7083,0,7,1,3.00,71,0,0,0,0
930,32,3202,320203,32-089,89,0,15.45722,103.56999,2,0,1,3,3,68,2,1,0,2,0,3700,30000,20000,2,3,1,2,3,1,0,2,0,2,0.4167,7,7,1,1.00,56,0,0,0,0
931,36,3601,360109,36-393,393,1,15.911498,102.135636,2,28,1,1,5,50,2,0,5,1,1,17500,10000,4167,1,8,1,2,1,1,1,2,2,1,0.2500,3,7,1,20.00,77,0,0,0,0
